10000,from,to,weight
1170,3431,3364,3.47
1171,1184,3059,1.09
1172,2363,4522,16.2
1173,7810,5732,9.82
1174,3614,1623,5.29
1175,2237,9384,4.4
1176,3784,4873,1.43
1177,5984,2188,21.17
1178,7516,8292,9.29
1179,120,6083,8.15
1180,737,7569,0.63
1181,3833,4142,11.82
1182,4561,7737,6.85
1183,3232,2810,4.1
1184,9975,9873,5.99
1185,2302,1421,11.35
1186,5009,7081,0.14
1187,5830,3336,14.19
1188,6703,5041,30.67
1189,5577,4002,11.17
1190,3095,7336,4.43
1191,4941,6389,7.44
1192,6341,6586,9.99
1193,6805,6586,29.55
1194,4002,4138,5.56
1195,8729,3114,14.41
1196,3623,9316,12.19
1197,5925,5301,8.23
1198,6502,9134,0.76
1199,6563,2002,8.81
1200,6483,8172,11.01
1201,6915,4500,3.24
1202,6074,2165,3.54
1203,2836,7744,11.27
1204,2576,6202,16.06
1205,8074,6804,8.23
1206,3400,2386,8.03
1207,7691,7521,18.12
1208,1554,8391,11.31
1209,8430,9096,3.85
1210,1751,9931,4.97
1211,2395,9064,15.28
1212,6747,1147,12.2
1213,6754,3947,8.17
1214,5309,1196,1.49
1215,121,1032,2.39
1216,3289,5970,6.34
1217,3984,2054,6.25
1218,7748,2021,2.44
1219,3764,4806,8.52
1220,684,4083,14.0
1221,1645,1352,1.21
1222,6391,9499,6.83
1223,4868,6768,19.72
1224,2453,2448,21.0
1225,1852,3229,6.99
1226,7939,6134,11.87
1227,8256,5336,2.99
1228,5096,7005,23.75
1229,9842,997,8.36
1230,3593,9640,19.76
1231,2499,8598,6.83
1232,5038,2405,6.11
1233,9955,3698,3.26
1234,201,958,17.18
1235,9807,9385,0.72
1236,4688,7236,2.12
1237,2474,4099,10.88
1238,5044,4415,0.03
1239,4351,6331,5.2
1240,5166,7837,5.03
1241,9736,9483,8.45
1242,5268,8031,6.86
1243,4457,5793,9.08
1244,9922,8291,17.01
1245,776,5643,14.98
1246,8849,9985,7.06
1247,3487,5114,2.96
1248,5281,337,8.28
1249,3943,1149,14.64
1250,71,2103,1.73
1251,6553,7934,24.81
1252,6899,9182,12.37
1253,7416,5572,3.56
1254,3757,9208,3.99
1255,1192,779,6.27
1256,2210,7917,8.25
1257,9662,8693,7.09
1258,2526,1333,0.8
1259,9853,5748,14.98
1260,8204,5977,3.6
1261,2745,6675,17.02
1262,8648,4677,5.2
1263,6241,8687,11.84
1264,2577,972,0.72
1265,8081,2643,7.73
1266,6009,8502,3.46
1267,5853,7176,3.73
1268,1862,1223,26.93
1269,5035,9957,2.51
1270,7003,4533,11.44
1271,6053,3377,16.88
1272,4277,8005,2.53
1273,7000,3281,1.78
1274,8508,4440,2.61
1275,9119,925,10.68
1276,192,3736,11.34
1277,3753,3087,3.83
1278,49,9246,11.56
1279,1489,4710,4.82
1280,871,7501,17.27
1281,1689,8881,4.53
1282,4182,3398,7.03
1283,3999,2132,3.33
1284,3937,9047,4.34
1285,3846,5874,17.9
1286,9279,5571,17.28
1287,6468,9290,6.23
1288,9566,3861,2.91
1289,7754,2475,25.94
1290,7312,7209,3.38
1291,6039,3119,0.83
1292,2706,4509,13.58
1293,1591,3902,25.07
1294,2377,8620,7.24
1295,1292,1748,0.73
1296,9872,9732,5.61
1297,5340,2213,4.89
1298,5465,4369,18.75
1299,3914,5819,5.74
1300,6835,6138,13.18
1301,9684,7245,6.62
1302,4583,7511,3.09
1303,2776,1281,1.54
1304,9716,8269,9.64
1305,9269,1997,6.32
1306,2716,7557,3.92
1307,7993,2903,6.3
1308,3502,7591,8.47
1309,6587,3074,11.36
1310,7219,6661,2.42
1311,2518,362,7.34
1312,1834,2190,10.3
1313,3964,2913,4.48
1314,9387,6958,0.4
1315,3424,9961,0.69
1316,4135,3153,11.37
1317,4491,1616,13.48
1318,2917,2581,11.9
1319,3819,3190,22.48
1320,4622,5047,18.06
1321,9491,3070,10.73
1322,8311,4994,12.54
1323,2444,7035,10.37
1324,5365,4249,6.64
1325,1514,8074,0.18
1326,5981,3841,12.88
1327,3997,9668,5.73
1328,3358,3444,3.28
1329,184,6330,7.33
1330,8514,9408,1.18
1331,8030,5014,0.51
1332,1029,234,16.55
1333,5875,4181,12.36
1334,6053,5748,2.44
1335,2183,1811,8.99
1336,404,9896,14.84
1337,7979,1358,10.67
1338,5863,3841,17.53
1339,1171,9297,14.53
1340,3544,8376,3.24
1341,9728,250,4.45
1342,7475,6724,7.08
1343,3933,4479,12.62
1344,1306,3992,7.71
1345,4097,596,1.78
1346,6737,6292,10.11
1347,3628,4364,4.83
1348,299,7915,1.82
1349,5221,1953,11.91
1350,1378,8091,1.63
1351,4575,585,4.19
1352,5812,8314,6.46
1353,5541,7100,10.49
1354,4459,4685,4.93
1355,3233,3977,0.33
1356,2163,4043,6.56
1357,744,2693,0.12
1358,3776,6252,8.28
1359,3159,8666,15.17
1360,9482,2992,13.21
1361,2407,9409,4.9
1362,7662,7361,11.47
1363,5851,3950,6.14
1364,7467,346,21.61
1365,1606,7230,6.23
1366,9211,3686,1.11
1367,7465,2857,9.78
1368,2889,508,30.62
1369,8107,2851,9.83
1370,4399,4678,14.83
1371,4709,3057,8.88
1372,5357,1028,1.09
1373,9747,530,41.02
1374,6251,1015,13.8
1375,4963,5392,5.74
1376,8596,279,10.99
1377,9752,8958,0.68
1378,4235,5206,9.32
1379,5304,1658,3.47
1380,8983,8018,4.26
1381,247,2445,9.15
1382,9537,2382,9.95
1383,753,2094,2.07
1384,7009,8536,9.65
1385,77,2539,1.98
1386,9263,6483,2.82
1387,9395,7242,4.44
1388,3305,993,9.26
1389,8098,4248,13.38
1390,6154,7442,5.99
1391,7228,6031,9.45
1392,5919,8070,2.12
1393,3902,9260,8.43
1394,8496,7821,23.68
1395,2688,2626,4.49
1396,7586,6620,5.58
1397,9490,127,7.14
1398,3796,6331,18.55
1399,8525,2930,0.03
1400,6070,5608,0.04
1401,990,8379,0.0
1402,5772,5017,12.61
1403,5603,1297,12.46
1404,5256,6200,6.65
1405,5697,7024,7.82
1406,576,9558,0.29
1407,46,905,1.15
1408,775,1834,11.91
1409,9394,3237,3.12
1410,7330,6125,5.04
1411,8841,3941,10.95
1412,829,8276,13.73
1413,3210,6367,13.72
1414,5009,2797,6.89
1415,9321,705,9.51
1416,3863,253,9.83
1417,2357,6499,1.52
1418,3454,5650,6.16
1419,8264,7725,2.84
1420,7847,1902,7.02
1421,209,9171,15.85
1422,2886,8874,16.9
1423,9581,376,6.82
1424,9539,8576,7.13
1425,9955,3590,3.52
1426,8603,1730,2.99
1427,6226,1663,15.97
1428,9555,1852,1.38
1429,8955,9844,8.26
1430,5705,91,5.8
1431,1418,2320,7.15
1432,3065,9832,6.53
1433,1807,9577,7.62
1434,4694,2667,12.07
1435,2294,1886,2.45
1436,3682,5210,5.85
1437,5028,9016,16.05
1438,829,2595,2.78
1439,7193,8897,1.46
1440,9901,5964,5.87
1441,7690,9355,0.95
1442,4800,6855,8.71
1443,3032,8584,5.37
1444,9838,4283,8.54
1445,9679,1202,3.49
1446,2823,2521,0.96
1447,6703,407,11.97
1448,9710,5232,7.73
1449,9192,1568,6.98
1450,7516,8882,1.99
1451,1194,8651,0.87
1452,3583,8015,10.11
1453,7806,9874,7.83
1454,5662,1880,6.08
1455,8316,8219,6.69
1456,6327,2207,24.92
1457,3609,1406,0.63
1458,8776,7069,16.1
1459,1833,9673,10.78
1460,5041,7091,6.35
1461,5235,1824,1.12
1462,184,6077,4.71
1463,1529,465,9.55
1464,493,497,11.32
1465,9758,4692,4.37
1466,7677,5682,4.66
1467,268,7199,9.46
1468,5448,4643,8.57
1469,1980,1157,13.91
1470,8007,8268,3.1
1471,3734,3462,0.96
1472,2401,7199,17.33
1473,9714,5917,0.11
1474,205,502,10.81
1475,4612,7166,5.03
1476,3719,6825,5.57
1477,1668,1897,14.01
1478,8222,2401,18.57
1479,6314,4546,15.73
1480,2469,326,17.64
1481,6151,4445,16.33
1482,400,4740,6.13
1483,453,9873,14.75
1484,4267,258,10.68
1485,8828,6238,22.74
1486,4265,6575,1.63
1487,5944,332,3.04
1488,1907,5879,7.54
1489,9883,5379,7.2
1490,26,5322,13.98
1491,8516,8333,5.64
1492,6225,9702,13.91
1493,3351,8775,4.15
1494,1084,4463,6.93
1495,8163,1161,0.22
1496,1012,1477,5.33
1497,9747,2485,0.73
1498,5018,7279,9.0
1499,6456,1784,3.16
1500,5855,6468,9.41
1501,891,4701,3.5
1502,4477,3956,3.37
1503,1151,2225,0.23
1504,1378,4310,6.37
1505,406,6332,3.22
1506,9918,8250,10.46
1507,9456,3309,15.73
1508,8097,3318,8.89
1509,6139,8413,7.6
1510,6724,2122,4.4
1511,6036,3819,2.54
1512,6513,6058,15.76
1513,3068,8187,0.88
1514,8225,3172,3.87
1515,4167,6116,10.24
1516,3709,7488,7.07
1517,6992,9355,5.67
1518,6344,3282,4.56
1519,8237,7834,1.8
1520,7063,7535,11.0
1521,6846,4149,0.14
1522,7489,4623,1.05
1523,3401,4852,22.16
1524,9786,6323,4.29
1525,4973,367,21.1
1526,5722,9172,7.68
1527,8059,167,0.54
1528,4875,862,16.91
1529,9732,5678,2.54
1530,8621,1445,11.87
1531,2922,4173,6.33
1532,1424,7275,10.32
1533,6412,8040,3.03
1534,5909,6263,21.42
1535,5868,9852,14.02
1536,6287,2881,11.77
1537,8783,4019,10.5
1538,2087,7573,3.29
1539,9100,1105,5.82
1540,7292,1197,32.11
1541,3493,2930,10.87
1542,9451,6045,9.04
1543,2525,1842,1.5
1544,9623,2304,7.79
1545,9459,3601,4.02
1546,8770,6602,8.37
1547,6230,4609,8.83
1548,9937,8955,10.77
1549,2107,9052,2.81
1550,2162,3124,4.33
1551,6745,6665,4.12
1552,1796,7334,3.68
1553,6640,3156,2.67
1554,4585,2673,8.1
1555,2089,2551,9.36
1556,8127,9361,2.18
1557,2000,8734,3.43
1558,1529,6805,1.26
1559,3818,3787,2.22
1560,7377,8334,1.48
1561,2314,605,16.42
1562,6017,3275,0.13
1563,1276,9790,3.67
1564,5764,9948,12.27
1565,5647,2600,14.05
1566,6700,8963,7.61
1567,23,1709,6.37
1568,9422,5174,20.59
1569,4347,3228,10.04
1570,8018,2124,4.37
1571,391,5071,29.91
1572,303,2752,7.82
1573,342,5600,22.45
1574,4641,9919,5.38
1575,3037,7598,4.65
1576,6620,743,5.91
1577,8541,3660,9.77
1578,9607,8410,13.71
1579,8072,6340,13.37
1580,2461,3821,2.0
1581,9601,2227,8.42
1582,9833,6481,8.41
1583,5311,4192,3.84
1584,4298,5386,21.46
1585,5519,2339,0.53
1586,7657,9614,11.81
1587,9440,8973,5.97
1588,1168,6905,1.98
1589,6478,6459,5.18
1590,2045,4443,3.34
1591,6878,755,12.13
1592,1927,2469,6.86
1593,2999,4816,20.13
1594,4137,8224,4.68
1595,1269,3277,4.77
1596,5717,3902,3.03
1597,7329,6596,11.22
1598,4781,1891,6.51
1599,9368,4575,10.33
1600,4077,7867,8.46
1601,7469,739,5.31
1602,8608,2838,17.78
1603,1021,2588,3.63
1604,1692,4008,7.89
1605,1595,1684,14.07
1606,998,9853,8.59
1607,2193,5631,6.8
1608,9599,4637,9.78
1609,3538,3073,6.46
1610,3437,866,8.0
1611,5398,8059,10.7
1612,1218,5185,6.56
1613,8651,4299,3.61
1614,3541,6675,1.15
1615,1313,7081,15.66
1616,8710,9244,0.23
1617,870,8305,0.23
1618,3055,3846,13.09
1619,8368,1112,6.43
1620,5664,5851,11.36
1621,7349,1372,4.35
1622,9381,2121,10.74
1623,3752,9508,4.41
1624,2031,461,2.23
1625,1415,5402,3.38
1626,1861,500,3.48
1627,1772,8262,13.87
1628,2441,7934,21.59
1629,5861,5953,4.46
1630,2449,9030,13.79
1631,9426,4579,17.62
1632,8942,381,5.17
1633,3452,997,1.5
1634,712,1181,2.67
1635,9981,4715,5.16
1636,6719,1539,8.28
1637,3668,7456,5.94
1638,2496,8519,12.13
1639,4855,2162,7.8
1640,2102,2882,0.67
1641,1485,6591,1.34
1642,1048,6017,3.48
1643,4272,7756,5.72
1644,2930,2128,9.09
1645,2903,8274,5.02
1646,723,666,9.84
1647,4815,2154,4.1
1648,5695,197,0.52
1649,5943,4315,8.17
1650,349,190,5.17
1651,9793,6613,11.92
1652,8054,5188,0.82
1653,4816,5671,8.44
1654,5839,3610,5.17
1655,9870,3163,3.5
1656,1520,6135,7.88
1657,5748,1632,3.69
1658,1919,5080,9.42
1659,2058,38,9.2
1660,5933,8298,4.87
1661,3013,1626,1.43
1662,2003,2625,4.99
1663,3370,1010,13.06
1664,2250,5938,16.1
1665,677,4464,0.45
1666,5006,9964,11.92
1667,7830,5176,4.6
1668,6838,1471,1.25
1669,8898,9948,4.67
1670,9672,2465,1.11
1671,1944,6842,17.15
1672,8364,3598,7.11
1673,4046,4975,8.44
1674,4069,7987,6.62
1675,9099,3060,16.76
1676,9667,163,2.3
1677,1376,1036,9.78
1678,5333,2593,3.64
1679,1416,5064,3.38
1680,4264,9350,12.88
1681,4720,1159,7.83
1682,725,1881,3.34
1683,2614,3884,6.91
1684,5062,2038,6.44
1685,1074,122,10.02
1686,7048,8244,3.39
1687,1828,2379,13.29
1688,3466,9704,14.44
1689,6464,3437,14.09
1690,8700,2667,0.35
1691,5471,3713,14.27
1692,6248,2741,6.82
1693,8972,2062,8.12
1694,5371,716,6.55
1695,655,335,5.56
1696,6055,6351,0.29
1697,9472,63,0.25
1698,1565,4942,10.43
1699,2274,2595,14.17
1700,5869,6188,11.05
1701,6933,6517,1.37
1702,9220,6805,2.33
1703,2197,5841,11.36
1704,9110,6117,13.56
1705,5990,1735,6.02
1706,3053,276,21.8
1707,4175,2180,4.32
1708,6200,3181,2.18
1709,2684,9762,6.91
1710,4722,331,1.13
1711,5814,9264,8.6
1712,8349,1778,3.77
1713,9010,9415,7.25
1714,5,7257,0.23
1715,5476,7370,6.72
1716,7031,3102,19.93
1717,8489,9982,21.4
1718,2119,6524,17.01
1719,4916,4647,2.69
1720,2669,4444,12.99
1721,2272,2375,4.67
1722,2397,8556,3.23
1723,3796,7175,8.31
1724,43,6287,1.77
1725,4361,1077,7.56
1726,8969,4043,7.05
1727,3685,1245,14.17
1728,6045,4973,17.99
1729,7634,6908,17.33
1730,2422,8105,14.09
1731,9244,9222,10.55
1732,160,6776,11.66
1733,2481,8206,3.25
1734,2167,2456,7.9
1735,6995,5033,1.78
1736,366,3455,1.08
1737,6469,8008,10.87
1738,5020,2121,6.64
1739,4645,9326,6.51
1740,8836,6828,1.08
1741,9541,1681,5.95
1742,3298,4561,13.48
1743,6912,9144,9.48
1744,303,626,13.76
1745,7121,54,2.65
1746,3468,1841,6.0
1747,3060,3709,0.6
1748,2614,4009,13.23
1749,8426,3007,7.54
1750,3957,7743,10.83
1751,6541,9578,0.09
1752,9920,6296,9.65
1753,1573,49,3.0
1754,6047,3523,5.49
1755,6397,2812,12.45
1756,6483,6079,7.25
1757,2865,192,11.71
1758,9447,6567,8.15
1759,1852,1736,7.36
1760,1846,3882,4.91
1761,6856,7191,15.77
1762,7112,8888,13.68
1763,5353,7998,6.6
1764,3261,8370,5.04
1765,2694,3706,10.4
1766,7606,5010,19.08
1767,3093,4995,10.16
1768,9722,1146,12.19
1769,3254,8677,0.47
1770,7854,883,3.53
1771,9600,7800,5.62
1772,1414,1073,12.16
1773,9021,1989,2.83
1774,2328,6607,5.96
1775,9119,399,9.33
1776,4821,1790,6.91
1777,9011,2230,7.77
1778,7854,7994,23.89
1779,7926,8078,3.58
1780,37,6999,3.64
1781,1318,3308,6.61
1782,2558,5744,0.69
1783,8412,7337,5.11
1784,8188,2880,13.31
1785,1732,6887,15.21
1786,8127,5369,0.14
1787,7406,8843,10.62
1788,2649,9404,8.22
1789,7686,1738,11.94
1790,9644,502,0.88
1791,6687,7379,11.04
1792,664,7832,18.59
1793,1837,5573,1.41
1794,7995,8283,5.04
1795,8987,4917,16.56
1796,7530,5445,16.8
1797,2959,8738,1.33
1798,9118,4819,12.63
1799,8380,3788,14.11
1800,1993,2227,0.85
1801,6329,6006,11.69
1802,5215,5350,0.41
1803,8798,8919,1.19
1804,3078,5031,0.06
1805,4273,7051,0.09
1806,1076,3482,0.52
1807,2685,8885,4.55
1808,798,3265,8.7
1809,7401,1332,16.56
1810,923,7018,15.66
1811,4151,691,15.18
1812,3125,8326,0.17
1813,1467,2150,4.69
1814,6772,8621,15.69
1815,4353,6604,10.27
1816,6358,1765,3.67
1817,9293,8459,4.37
1818,4932,8988,6.9
1819,7468,5122,9.77
1820,3643,2892,6.12
1821,9348,1034,8.0
1822,6114,9070,14.43
1823,7518,840,6.72
1824,4430,7155,6.94
1825,2503,9005,6.5
1826,1874,1124,5.2
1827,5026,4287,3.08
1828,1512,9906,11.68
1829,9298,322,3.45
1830,3007,5172,2.91
1831,1117,4108,0.1
1832,2479,7172,7.17
1833,1627,8296,7.24
1834,1556,7124,12.03
1835,6323,1404,6.69
1836,2524,3197,1.39
1837,6337,3826,9.0
1838,4096,2683,0.15
1839,700,3101,25.11
1840,7474,164,16.99
1841,8741,1858,6.3
1842,2065,2046,4.33
1843,5121,9415,25.63
1844,8865,4300,12.72
1845,8512,471,6.28
1846,1747,5032,7.79
1847,8916,7490,3.25
1848,8804,9582,13.17
1849,63,798,1.37
1850,8465,9444,1.54
1851,2967,794,0.03
1852,5432,793,7.17
1853,5987,1831,17.31
1854,6009,5479,13.75
1855,7807,1360,2.35
1856,1323,3631,1.98
1857,497,5874,4.76
1858,1372,1651,15.58
1859,1369,4555,15.84
1860,8103,4829,23.25
1861,271,2274,15.62
1862,3779,2937,9.33
1863,3109,9133,13.6
1864,1780,4195,13.49
1865,3262,9867,12.79
1866,8748,7065,3.29
1867,6737,2726,2.04
1868,1031,3558,4.31
1869,9744,4714,17.86
1870,1679,992,1.68
1871,3925,6107,8.86
1872,5112,2369,6.59
1873,62,6084,8.46
1874,1757,7680,19.59
1875,9225,661,14.63
1876,6186,6305,6.91
1877,4022,1866,10.9
1878,1384,7180,1.07
1879,8210,6899,4.14
1880,2099,6491,2.16
1881,3729,1669,1.57
1882,3702,4321,25.06
1883,2703,8805,2.51
1884,3515,4415,1.23
1885,7847,5489,21.16
1886,9501,7608,3.91
1887,7047,9076,4.23
1888,2409,3534,6.7
1889,6896,7121,23.57
1890,1793,6864,1.63
1891,5435,4505,6.51
1892,1769,8524,13.47
1893,8030,2183,7.81
1894,1506,5547,6.48
1895,5672,2748,8.41
1896,4008,6676,11.3
1897,5017,3885,0.62
1898,4375,7565,3.96
1899,5162,990,6.84
1900,4527,6089,4.64
1901,5219,6956,12.66
1902,9334,7669,18.97
1903,3804,3387,0.21
1904,5709,6282,3.54
1905,4431,6978,12.44
1906,1562,3584,10.33
1907,330,6699,8.24
1908,716,1543,3.13
1909,8730,799,13.07
1910,2808,3083,2.15
1911,5151,8229,2.43
1912,9069,9170,8.25
1913,2443,7461,0.79
1914,4287,311,18.51
1915,5663,3857,2.88
1916,8797,1628,10.57
1917,4055,276,5.19
1918,266,3374,3.04
1919,8329,2534,6.26
1920,5404,644,9.66
1921,6998,780,4.63
1922,8744,3574,7.78
1923,2023,7381,5.27
1924,5987,5616,2.64
1925,1351,2785,5.6
1926,5946,8873,2.23
1927,9663,5238,14.08
1928,7415,7379,7.51
1929,3077,8905,12.73
1930,5720,5695,4.55
1931,7005,3579,4.43
1932,688,2354,8.4
1933,8692,3998,4.52
1934,5347,1947,16.4
1935,5794,3957,10.76
1936,3087,1167,4.41
1937,4639,7426,4.88
1938,9314,2924,15.29
1939,6651,9431,0.24
1940,4224,9142,8.03
1941,902,6056,7.41
1942,72,7707,17.93
1943,852,989,3.29
1944,3466,9421,1.99
1945,8641,1134,4.26
1946,9923,2963,11.95
1947,6141,8800,1.34
1948,6448,2679,1.8
1949,7323,6960,6.8
1950,2062,4874,4.21
1951,482,6722,17.66
1952,1188,7320,17.2
1953,8655,5938,0.86
1954,1574,2131,5.15
1955,5167,8708,14.87
1956,9078,1780,1.25
1957,8836,6141,16.14
1958,6722,1162,12.67
1959,4338,1465,18.33
1960,9516,2821,15.87
1961,52,2586,14.38
1962,8318,5535,6.44
1963,265,3742,6.45
1964,9980,9280,19.82
1965,1696,8281,4.17
1966,473,7998,16.29
1967,6951,8425,16.54
1968,1963,7322,10.3
1969,6183,9730,1.75
1970,7913,9250,7.4
1971,3402,841,16.33
1972,6543,2396,4.59
1973,5658,7981,12.85
1974,7549,8050,8.52
1975,3284,4895,3.61
1976,6999,5165,1.73
1977,5766,6602,7.54
1978,6226,7051,11.41
1979,1836,4647,8.04
1980,9399,9372,7.68
1981,5765,4948,7.59
1982,8061,8173,0.94
1983,8271,8615,7.78
1984,5101,1025,0.24
1985,5160,4934,1.83
1986,1846,4238,1.4
1987,9355,8934,7.74
1988,660,7740,2.36
1989,1039,672,7.93
1990,7314,8610,1.34
1991,1180,706,0.54
1992,5800,7439,5.43
1993,1695,7344,10.54
1994,2558,5597,11.68
1995,2399,4594,3.24
1996,3922,860,7.57
1997,2121,4943,6.22
1998,7325,403,2.83
1999,4007,6516,4.6
2000,9306,4722,12.8
2001,1037,264,22.85
2002,6341,807,9.28
2003,612,7900,23.02
2004,6735,4729,11.82
2005,8219,8006,9.05
2006,2902,3014,12.22
2007,368,4786,5.9
2008,9666,3071,6.34
2009,6404,6213,2.7
2010,3047,496,5.24
2011,3091,7906,3.96
2012,5763,2300,10.69
2013,6723,5334,13.39
2014,9263,2623,0.99
2015,6482,1557,9.83
2016,9610,6428,10.47
2017,9879,9254,21.69
2018,5398,1980,14.82
2019,9635,5296,14.44
2020,7439,995,0.14
2021,8805,7252,3.29
2022,9641,8338,24.23
2023,8136,4442,15.98
2024,9667,1448,5.14
2025,5479,9294,6.25
2026,7752,206,4.06
2027,6214,5307,3.3
2028,6594,9205,12.71
2029,4981,5563,9.75
2030,4633,2674,7.67
2031,2579,3582,2.31
2032,360,7473,24.69
2033,6634,3762,8.88
2034,826,1012,8.9
2035,5468,7405,7.45
2036,8579,2960,30.52
2037,9301,1892,1.7
2038,6625,9938,9.09
2039,3088,3909,10.72
2040,734,6534,8.26
2041,1926,507,9.57
2042,3863,5429,4.97
2043,4346,3890,0.41
2044,3359,5899,14.55
2045,2323,4797,8.02
2046,4443,5944,13.44
2047,4098,6292,13.37
2048,7435,8836,2.68
2049,6024,6438,3.32
2050,585,6168,7.3
2051,821,3687,9.34
2052,512,3505,14.52
2053,4900,8716,5.23
2054,5154,3468,8.23
2055,485,7649,2.12
2056,4332,6975,7.14
2057,8118,2945,11.36
2058,9076,3999,17.07
2059,2249,7906,6.76
2060,4124,2205,6.69
2061,659,1781,1.85
2062,5597,3787,3.39
2063,5038,9239,7.92
2064,1548,7798,26.21
2065,8529,2073,3.65
2066,1471,3979,13.59
2067,1638,2392,1.77
2068,4696,9724,7.12
2069,5305,797,8.07
2070,2704,1448,16.51
2071,2411,839,6.71
2072,2133,9000,0.49
2073,1533,4317,9.14
2074,6600,8154,6.37
2075,8280,3544,3.91
2076,9520,5042,11.27
2077,628,7984,3.65
2078,7450,1272,13.7
2079,4804,2725,14.1
2080,2596,2986,3.33
2081,5850,5135,0.3
2082,633,5627,1.99
2083,6622,2561,0.85
2084,6016,5581,4.86
2085,1683,4010,0.72
2086,5713,3013,5.2
2087,2543,8412,0.49
2088,3377,6973,10.98
2089,5405,7724,13.77
2090,2783,7159,3.76
2091,9585,6396,10.32
2092,5752,6348,7.96
2093,3148,6695,5.08
2094,3776,454,4.62
2095,2551,632,0.18
2096,6114,2437,8.55
2097,2894,3662,9.82
2098,7322,6949,14.4
2099,5832,855,5.2
2100,5556,9286,2.05
2101,277,8245,7.82
2102,1489,9334,1.45
2103,6842,1544,4.94
2104,722,1339,10.99
2105,8222,4085,3.58
2106,8855,3774,1.26
2107,9848,9606,4.04
2108,5650,831,6.94
2109,43,8879,1.75
2110,1996,1290,1.83
2111,9648,4847,2.46
2112,3151,780,11.7
2113,6571,4452,13.91
2114,1511,1886,10.65
2115,5655,3549,11.97
2116,8059,1751,10.91
2117,2883,1083,6.57
2118,7037,6809,5.79
2119,1903,3326,10.89
2120,2032,2625,13.17
2121,4089,2388,3.64
2122,2065,7226,3.28
2123,1897,2284,8.3
2124,9856,2375,21.05
2125,9260,5428,14.86
2126,5648,5151,12.29
2127,788,3230,24.27
2128,4921,5465,13.6
2129,2990,6167,4.46
2130,9151,5747,13.75
2131,2029,7438,15.02
2132,2883,18,6.82
2133,686,1949,2.08
2134,6587,7661,1.05
2135,1198,5183,5.03
2136,9999,5418,2.97
2137,6689,253,3.73
2138,6727,6648,0.65
2139,5968,9822,1.18
2140,1812,5049,14.15
2141,4479,5824,3.67
2142,2182,2707,9.77
2143,8011,7865,11.13
2144,4353,1377,2.11
2145,2493,4412,5.05
2146,6610,5529,8.83
2147,8505,2545,2.71
2148,2788,4346,7.02
2149,1344,8801,9.79
2150,4636,4282,13.13
2151,4981,3309,15.3
2152,7102,1780,14.57
2153,3839,9596,24.08
2154,9135,9423,14.79
2155,7798,8873,6.17
2156,8164,8168,12.14
2157,2844,9270,5.53
2158,7883,8352,4.77
2159,4855,9348,2.08
2160,3849,1788,15.91
2161,5254,5530,2.62
2162,2868,4627,2.21
2163,5134,3535,15.93
2164,2938,2897,7.8
2165,5920,5183,9.91
2166,3965,9896,16.19
2167,8363,208,6.66
2168,9101,3033,0.0
2169,7314,3336,6.4
2170,7678,9598,10.77
2171,7123,8435,16.53
2172,6611,9818,7.72
2173,5189,250,14.06
2174,138,8117,5.65
2175,4283,8495,16.64
2176,4749,3513,6.05
2177,7401,1569,11.22
2178,3826,1496,13.2
2179,3753,1739,1.75
2180,7455,6258,8.02
2181,8144,1031,3.48
2182,8248,4434,5.35
2183,980,2667,5.46
2184,8269,9849,2.05
2185,402,5915,8.25
2186,1597,8032,2.36
2187,7876,1802,7.94
2188,3163,7278,14.72
2189,9049,3072,6.72
2190,6640,5249,3.0
2191,2688,3162,13.26
2192,8201,774,8.31
2193,7148,1356,5.08
2194,7481,7839,20.01
2195,3774,2802,16.74
2196,928,8308,6.44
2197,7027,2748,8.43
2198,9930,6709,5.12
2199,1024,8224,0.45
2200,5159,8186,1.42
2201,1904,6825,1.28
2202,1124,9525,8.9
2203,1216,821,18.34
2204,9254,8287,1.04
2205,1600,6175,10.24
2206,9470,8927,9.95
2207,1690,128,10.21
2208,8994,1410,9.22
2209,3842,4407,1.88
2210,3223,9933,6.61
2211,3037,5446,4.99
2212,3851,9301,7.54
2213,1935,2631,9.89
2214,5705,6736,10.66
2215,4300,3010,11.05
2216,7654,6028,3.19
2217,8103,1737,4.04
2218,828,7971,0.1
2219,9339,2524,7.18
2220,410,9151,11.97
2221,687,7357,4.4
2222,2831,858,4.28
2223,2561,5002,8.37
2224,3993,4400,4.33
2225,4156,1423,6.19
2226,5294,733,27.39
2227,4554,4155,6.14
2228,1238,5647,2.75
2229,3583,5785,9.9
2230,9506,5564,8.63
2231,5729,6809,6.34
2232,4800,5453,1.07
2233,8057,8862,15.77
2234,2823,4713,11.13
2235,6733,2501,1.28
2236,7619,3871,15.6
2237,1206,7447,5.64
2238,8367,7962,0.84
2239,3476,6858,5.07
2240,3015,5766,8.71
2241,6866,6824,21.4
2242,6341,5566,13.37
2243,1647,5946,2.98
2244,8003,3718,5.16
2245,9166,7392,0.12
2246,7141,9224,6.37
2247,7458,8121,11.34
2248,5903,3898,7.81
2249,6627,5543,5.79
2250,3829,6831,11.24
2251,2185,2758,14.38
2252,802,5147,5.25
2253,1855,8364,14.08
2254,7504,6635,14.38
2255,3075,2490,22.17
2256,3748,8832,10.36
2257,1272,2730,10.79
2258,1852,3785,7.33
2259,5359,2023,12.54
2260,4352,5925,1.21
